player_id,batter_atbats,batter_homeruns,batter_ops,batter_runs,batter_rbi,batter_average,pitcher_innings,pitcher_wins,pitcher_losses,pitcher_era,pitcher_whip,pitcher_saves,pitcher_strikeouts,war,allstar_apps,in_hall_of_fame
yanes01,2,1,0.4,1,1,1,695,33,39,5.14,1.47,51,553,1,0,0
lyonbr01,1,0,0.4,1,1,1,681,42,47,4.16,1.38,79,465,6.3,0,0
campsh01,1,0,0.4,0,0,1,592,29,33,4.41,1.45,12,403,2.1,0,0
jeffcmi01,2,0,0.4,1,1,0.5,500,25,26,4.37,1.45,7,242,2.8,0,0
valvejo01,2,0,0.4,1,0,0.5,630,27,33,3.27,1.2,288,692,11.5,3,0
cottsne01,2,0,0.4,0,0,0.5,443,21,24,3.96,1.35,4,421,5.3,0,0
rodrifr03,2,0,0.4,0,0,0.5,976,52,53,2.86,1.15,437,1142,24.2,6,0
hernaro01,2,0,0.4,0,0,0.5,1071,67,71,3.45,1.37,326,945,18.5,2,0
kruegbi01,15,0,0.867,1,0,0.4,1194,68,66,4.35,1.51,4,639,3,0,0
ohmanwi01,5,0,0.4,0,1,0.4,353,12,16,4.28,1.36,3,336,3.3,0,0
forstte01,78,0,0.887,7,7,0.397,1105,54,65,3.23,1.35,127,791,20.4,0,0
cobbty01,11436,117,0.945,2247,1944,0.366,5,0,0,3.6,1.6,1,0,151.5,0,1
hornsro01,8173,301,1.011,1579,1584,0.358,0,0,0,0,0,0,0,127.3,0,1
jacksjo01,4981,54,0.94,873,785,0.356,0,0,0,0,0,0,0,62.2,0,0
odoulle01,3264,113,0.945,624,542,0.349,77,1,1,4.91,1.99,0,19,0,1,0
delahed01,7510,101,0.916,1600,1466,0.346,0,0,0,0,0,0,0,69.6,0,1
speaktr01,10195,117,0.928,1882,1529,0.345,1,0,0,9,2,0,0,134.7,0,1
willite01,7706,521,1.116,1798,1839,0.344,2,0,0,4.5,1.5,0,1,122,19,1
hamilbi01,6283,40,0.887,1697,742,0.344,0,0,0,0,0,0,0,63.2,0,1
ruthba01,8398,714,1.164,2174,2217,0.342,1221,94,46,2.28,1.16,4,488,183.1,2,1
broutda01,6726,107,0.943,1529,1301,0.342,23,0,2,7.83,2.39,0,8,78.7,0,1
heilmha01,7787,183,0.93,1291,1539,0.342,0,0,0,0,0,0,0,72.5,0,1
terrybi01,6428,154,0.899,1120,1078,0.341,0,0,0,0,0,0,0,56.5,3,1
brownpe01,4820,46,0.87,954,659,0.341,0,0,1,0,0,0,0,40.4,0,0
keelewi01,8591,33,0.803,1719,810,0.341,0,0,0,0,0,0,0,54.2,0,1
gehrilo01,8001,493,1.079,1888,1995,0.34,0,0,0,0,0,0,0,113.6,7,1
sislege01,8267,102,0.847,1284,1175,0.34,111,5,6,2.35,1.29,3,63,57.1,0,1
stenzja01,3031,32,0.887,664,533,0.338,0,0,0,0,0,0,0,21.3,0,0
burkeje01,8426,75,0.861,1720,952,0.338,123,3,11,5.56,1.93,0,84,59.7,0,1
gwynnto01,9288,135,0.847,1383,1138,0.338,0,0,0,0,0,0,0,69.2,15,1
lajoina01,9590,82,0.846,1504,1599,0.338,0,0,0,0,0,0,0,106.9,0,1
stephri01,4508,63,0.88,714,773,0.336,0,0,0,0,0,0,0,32.6,0,0
simmoal01,8759,307,0.915,1507,1827,0.334,0,0,0,0,0,0,0,68.2,3,1
mcgrajo01,3924,13,0.876,1024,462,0.334,0,0,0,0,0,0,0,45.7,0,0
ansonca01,10281,97,0.841,1999,2075,0.334,4,0,1,4.5,1.5,1,1,94.3,0,1
wanerpa01,9459,113,0.877,1627,1309,0.333,0,0,0,0,0,0,0,74.7,4,1
donlimi01,3854,51,0.854,669,543,0.333,16,0,1,7.31,1.88,0,6,28.8,0,0
collied01,9949,47,0.853,1821,1300,0.333,0,0,0,0,0,0,0,124.4,0,1
stantmi02,24,0,0.735,3,3,0.333,1114,68,63,3.92,1.35,84,895,14.3,1,0
keougma02,18,0,0.722,1,0,0.333,1190,58,84,4.17,1.43,0,590,5.9,1,0
gonzami02,3,0,0.4,0,2,0.333,444,17,24,3.14,1.3,56,511,7.8,0,0
ramirra02,6,0,0.4,0,0,0.333,434,23,21,3.42,1.29,9,364,6.6,0,0
magnami01,6,0,0.4,0,1,0.333,617,26,32,4.08,1.46,3,347,5.5,0,0
musiast01,10972,475,0.976,1949,1951,0.331,0,0,0,0,0,0,0,128.6,24,1
thompsa01,5998,126,0.889,1261,1308,0.331,0,0,0,0,0,0,0,44.4,0,1
manushe01,7654,110,0.856,1287,1183,0.33,0,0,0,0,0,0,0,48,1,1
wagneho01,10439,101,0.858,1739,1733,0.328,8,0,0,0,1.63,0,6,130.8,0,1
boggswa01,9180,118,0.858,1513,1014,0.328,2,0,0,4.5,2,0,2,91.4,12,1
carewro01,9315,92,0.822,1424,1015,0.328,0,0,0,0,0,0,0,81.2,18,1
oneilti01,4248,52,0.85,879,757,0.326,289,16,16,3.39,1.46,0,91,0,0,0
duffyhu01,7044,106,0.837,1554,1302,0.326,0,0,0,0,0,0,0,43.1,0,1
foxxji01,8134,534,1.037,1751,1922,0.325,23,1,0,1.57,1.17,0,11,93.1,9,1
dimagjo01,6821,361,0.977,1390,1537,0.325,0,0,0,0,0,0,0,79.2,13,1
combsea01,5746,58,0.859,1186,632,0.325,0,0,0,0,0,0,0,44.7,0,1
fothebo01,3269,36,0.827,453,582,0.325,0,0,0,0,0,0,0,14,0,0
hermaba01,5603,181,0.915,882,997,0.324,0,0,0,0,0,0,0,39.4,0,0
medwijo01,7635,205,0.867,1198,1383,0.324,0,0,0,0,0,0,0,54.5,10,1
roushed01,7363,68,0.815,1099,981,0.323,0,0,0,0,0,0,0,45.6,0,1
youngro01,4627,42,0.84,812,592,0.322,0,0,0,0,0,0,0,32.7,0,1
pikeli01,1979,21,0.807,434,332,0.322,0,0,0,0,0,0,0,14.3,0,0
ricesa01,9269,34,0.801,1514,1078,0.322,39,1,1,2.54,1.28,0,12,54.5,0,1
cuyleki01,7161,128,0.86,1305,1065,0.321,0,0,0,0,0,0,0,47.9,1,1
kleinch01,6486,300,0.922,1168,1201,0.32,0,0,0,0,0,0,0,46.5,2,1
cochrmi01,5169,119,0.897,1041,832,0.32,0,0,0,0,0,0,0,49.9,2,1
gehrich01,8860,184,0.884,1774,1427,0.32,0,0,0,0,0,0,0,84.8,6,1
traynpi01,7559,58,0.797,1183,1273,0.32,0,0,0,0,0,0,0,38.5,2,1
willike01,4862,196,0.923,860,913,0.319,0,0,0,0,0,0,0,43,0,0
guerrvl01,8155,449,0.932,1328,1496,0.318,0,0,0,0,0,0,0,59.5,9,1
averiea01,6353,238,0.929,1224,1164,0.318,0,0,0,0,0,0,0,51.5,6,1
vaughar01,6622,96,0.859,1173,926,0.318,0,0,0,0,0,0,0,78,9,1
puckeki01,7244,207,0.837,1071,1085,0.318,0,0,0,0,0,0,0,51.2,10,1
hafeych01,4625,164,0.898,777,833,0.317,0,0,0,0,0,0,0,31.2,1,1
harrijo03,3035,47,0.876,461,517,0.317,0,0,0,0,0,0,0,26.4,0,0
kellejo01,7006,65,0.853,1421,1194,0.317,0,0,0,0,0,0,0,50.4,0,1
clemero01,9454,240,0.834,1416,1305,0.317,0,0,0,0,0,0,0,94.8,17,1
wheatza01,9106,132,0.817,1289,1248,0.317,0,0,0,0,0,0,0,60.5,0,1
heltoto01,7962,369,0.953,1401,1406,0.316,0,0,0,0,0,0,0,61.8,5,0
gosligo01,8656,248,0.887,1483,1609,0.316,0,0,0,0,0,0,0,66.4,1,1
connoro01,7797,138,0.883,1620,1323,0.316,0,0,0,0,0,0,0,84.3,0,1
vanhage01,8043,69,0.804,1642,1015,0.316,689,40,31,4.05,1.53,4,281,41.3,0,0
friscfr01,9112,105,0.801,1532,1244,0.316,0,0,0,0,0,0,0,71.8,3,1
fonsele01,3404,31,0.787,518,485,0.316,1,0,0,0,0,0,0,14.1,0,0
wanerll01,7772,27,0.746,1201,598,0.316,0,0,0,0,0,0,0,29.6,1,1
falkbi01,4652,69,0.821,655,784,0.314,0,0,0,0,0,0,0,22.8,0,0
travice01,4914,27,0.786,665,657,0.314,0,0,0,0,0,0,0,30.3,3,0
greenha01,5193,331,1.017,1051,1276,0.313,0,0,0,0,0,0,0,55.5,5,1
walkela01,6907,383,0.965,1355,1311,0.313,0,0,0,0,0,0,0,72.7,5,1
garcino01,5586,229,0.882,927,936,0.313,0,0,0,0,0,0,0,44.3,6,0
fournja01,5208,136,0.875,822,859,0.313,1,0,0,0,0,0,0,41.4,0,0
dickebi01,6300,202,0.868,930,1209,0.313,0,0,0,0,0,0,0,56.4,11,1
flickel01,5597,48,0.834,950,756,0.313,0,0,0,0,0,0,0,52.7,0,1
mizejo01,6443,359,0.959,1118,1337,0.312,0,0,0,0,0,0,0,70.7,10,1
martied01,7213,309,0.933,1219,1261,0.312,0,0,0,0,0,0,0,68.4,7,1
hollibu01,3658,65,0.826,735,621,0.312,5,0,0,9,4,0,0,18.1,0,0
clarkfr01,8584,67,0.815,1622,1015,0.312,0,0,0,0,0,0,0,67.9,0,1
seweljo01,7132,49,0.804,1141,1055,0.312,0,0,0,0,0,0,0,54.7,0,1
mccosba01,4172,24,0.8,664,397,0.312,0,0,0,0,0,0,0,21.8,0,0
jennihu01,4895,18,0.797,992,840,0.312,0,0,0,0,0,0,0,42.3,0,1
mitchda01,3984,41,0.784,555,403,0.312,0,0,0,0,0,0,0,19.5,2,0
whitede01,6624,24,0.739,1140,988,0.312,10,0,0,7.2,2.1,1,3,45.5,0,1
robinja02,4877,137,0.883,947,734,0.311,0,0,0,0,0,0,0,63.8,6,1
tiernmi01,5915,106,0.855,1316,853,0.311,19,1,2,9,2.11,1,3,41.5,0,0
millebi02,6212,116,0.82,946,992,0.311,0,0,0,0,0,0,0,29.5,0,0
jacobba01,5507,83,0.807,787,821,0.311,0,0,0,0,0,0,0,28.9,0,0
lindsfr01,5611,103,0.8,895,779,0.311,0,0,0,0,0,0,0,28.3,0,1
radclri01,4074,42,0.779,598,533,0.311,0,0,0,0,0,0,0,9.2,1,0
hodapjo01,2826,28,0.775,378,429,0.311,0,0,0,0,0,0,0,12.1,0,0
beaumgi01,5660,39,0.755,955,617,0.311,0,0,0,0,0,0,0,30.5,0,0
bottoji01,7471,219,0.869,1177,1422,0.31,0,0,0,0,0,0,0,35.8,0,1
lyonsde01,4300,62,0.849,933,756,0.31,0,0,0,0,0,0,0,35.5,0,0
stonejo01,4494,77,0.843,739,707,0.31,0,0,0,0,0,0,0,26.8,0,0
phelpba01,2117,54,0.834,239,345,0.31,0,0,0,0,0,0,0,13,3,0
smithel01,4693,37,0.832,913,665,0.31,1210,75,57,3.35,1.31,0,525,42.6,0,0
hargrbu01,2533,29,0.824,314,376,0.31,0,0,0,0,0,0,0,16.6,0,0
jeterde01,11195,260,0.817,1923,1311,0.31,0,0,0,0,0,0,0,71.3,14,1
veachbo01,6656,64,0.812,953,1166,0.31,2,0,0,4.5,2,1,0,48,0,0
meuseir01,4900,106,0.812,701,819,0.31,0,0,0,0,0,0,0,22.1,0,0
applilu01,8856,45,0.797,1319,1116,0.31,0,0,0,0,0,0,0,77.6,7,1
orourji01,8503,62,0.774,1729,1208,0.31,19,0,1,4.26,1,2,4,0,0,1
lamarbi01,2040,19,0.756,303,245,0.31,0,0,0,0,0,0,0,2.9,0,0
ordonma01,6978,294,0.871,1076,1236,0.309,0,0,0,0,0,0,0,38.8,6,0
meusebo01,5475,156,0.853,826,1068,0.309,0,0,0,0,0,0,0,28.2,0,0
crawfsa01,9570,97,0.814,1391,1519,0.309,0,0,0,0,0,0,0,75.3,0,1
tobinja01,6174,64,0.784,936,581,0.309,0,0,0,0,0,0,0,20.9,0,0
piazzmi01,6911,427,0.922,1048,1335,0.308,0,0,0,0,0,0,0,59.5,12,1
ryanji01,8172,118,0.819,1643,1093,0.308,117,6,1,3.62,1.51,2,43,43.7,0,0
hendrha01,2910,48,0.807,434,413,0.308,0,0,0,0,0,0,0,12.4,0,0
davissp01,4255,77,0.799,388,647,0.308,0,0,0,0,0,0,0,22.4,0,0
becklja01,9551,87,0.797,1603,1581,0.308,4,0,1,6.75,2.5,0,2,61.2,0,1
ashburi01,8365,29,0.778,1322,586,0.308,0,0,0,0,0,0,0,64.2,5,1
wilsoha01,4760,244,0.94,884,1063,0.307,0,0,0,0,0,0,0,38.7,0,1
mattido01,7003,222,0.829,1007,1099,0.307,0,0,0,0,0,0,0,42.4,6,0
vosmijo01,5472,65,0.807,818,874,0.307,0,0,0,0,0,0,0,18,1,0
kellyki01,5896,69,0.806,1357,950,0.307,45,2,2,4.2,2.07,0,4,46,0,1
bakerfr01,5984,96,0.805,887,987,0.307,0,0,0,0,0,0,0,62.8,0,1
moorejo01,3013,73,0.801,439,452,0.307,0,0,0,0,0,0,0,11.2,0,0
leachfr01,3733,72,0.787,543,509,0.307,0,0,0,0,0,0,0,7.7,0,0
burnsge02,6573,72,0.783,901,951,0.307,0,0,0,0,0,0,0,35.1,0,0
peskyjo01,4745,17,0.78,867,404,0.307,0,0,0,0,0,0,0,34.3,1,0
alouma01,5789,31,0.726,780,427,0.307,2,0,0,0,2,0,3,23.1,2,0
mcinnst01,7822,20,0.724,872,1063,0.307,0,0,0,0,0,0,0,34.6,0,0
walkedi02,6740,105,0.82,1037,1023,0.306,0,0,0,0,0,0,0,44.9,5,0
lombaer01,5855,190,0.818,601,990,0.306,0,0,0,0,0,0,0,37.8,8,1
molitpa01,10835,234,0.817,1782,1307,0.306,0,0,0,0,0,0,0,75.6,7,1
childcu01,5622,20,0.805,1214,743,0.306,0,0,0,0,0,0,0,44.4,0,0
kellge01,6702,78,0.781,881,870,0.306,0,0,0,0,0,0,0,37.6,10,1
garrra01,5108,75,0.755,717,408,0.306,0,0,0,0,0,0,0,14.8,1,0
aaronha01,12364,755,0.929,2174,2297,0.305,0,0,0,0,0,0,0,143,24,1
brettge01,10349,317,0.856,1583,1596,0.305,0,0,0,0,0,0,0,88.6,13,1
madlobi01,6594,163,0.807,920,860,0.305,0,0,0,0,0,0,0,38.2,3,0
stahlch01,5069,36,0.785,858,622,0.305,2,0,0,9,2.5,0,0,31.6,0,0
ottme01,9456,511,0.947,1859,1860,0.304,0,0,0,0,0,0,0,110.8,12,1
olivato01,6301,220,0.829,870,947,0.304,0,0,0,0,0,0,0,43,8,1
walkecu01,4858,64,0.814,718,688,0.304,0,0,0,0,0,0,0,22.1,0,0
morriha02,3998,76,0.794,535,513,0.304,0,0,0,0,0,0,0,13.4,0,0
leslisa01,2460,36,0.787,311,389,0.304,0,0,0,0,0,0,0,11.6,0,0
hermabi01,7707,47,0.774,1163,839,0.304,0,0,0,0,0,0,0,57.3,11,1
motama01,3779,31,0.744,496,438,0.304,0,0,0,0,0,0,0,17.4,1,0
jonesch06,8984,468,0.93,1619,1623,0.303,0,0,0,0,0,0,0,85.3,8,1
aloumo01,7037,332,0.885,1109,1287,0.303,0,0,0,0,0,0,0,39.9,6,0
clarkwi02,7173,284,0.881,1186,1205,0.303,0,0,0,0,0,0,0,56.5,6,0
harpege02,3398,91,0.835,505,528,0.303,0,0,0,0,0,0,0,18.6,0,0
greenmi01,4623,130,0.831,657,726,0.303,0,0,0,0,0,0,0,25.8,2,0
gracema01,8065,173,0.825,1179,1146,0.303,1,0,0,9,1,0,0,46.4,3,0
larkihe01,4718,53,0.82,925,836,0.303,0,0,0,0,0,0,0,28.7,0,0
ewingbu01,5363,71,0.807,1129,883,0.303,47,2,3,3.45,1.66,1,23,47.9,0,1
smithea02,2264,46,0.806,225,355,0.303,0,0,0,0,0,0,0,12.1,0,0
myerbu01,7038,38,0.795,1174,850,0.303,0,0,0,0,0,0,0,48.6,2,0
oliveal01,9049,219,0.795,1189,1326,0.303,0,0,0,0,0,0,0,43.7,7,0
kuennha01,6913,87,0.765,951,671,0.303,0,0,0,0,0,0,0,26,10,0
jamiech01,6560,18,0.763,1062,552,0.303,48,2,1,6.19,1.77,0,7,23,0,0
daubeja01,7673,56,0.761,1117,722,0.303,0,0,0,0,0,0,0,39.3,0,0
seymocy01,5686,52,0.752,737,799,0.303,1038,61,56,3.73,1.55,1,591,40.5,0,0
brodist01,5703,25,0.746,886,900,0.303,0,0,0,0,0,0,0,19.4,0,0
demonge01,3615,17,0.713,537,497,0.303,0,0,0,0,0,0,0,14.9,0,0
mayswi01,10881,660,0.941,2062,1903,0.302,0,0,0,0,0,0,0,156.1,26,1
troskha01,5161,228,0.893,835,1012,0.302,0,0,0,0,0,0,0,30,0,0
grantge01,4989,105,0.853,912,712,0.302,0,0,0,0,0,0,0,33.4,0,0
chapmbe01,6478,90,0.823,1144,977,0.302,141,8,6,4.4,1.55,0,65,42.8,4,0
caseyse01,5066,130,0.814,690,735,0.302,0,0,0,0,0,0,0,16.5,3,0
reynoca01,4495,80,0.804,672,699,0.302,0,0,0,0,0,0,0,22,0,0
holmeto01,4992,88,0.798,698,581,0.302,0,0,0,0,0,0,0,35.5,2,0
mckeaed01,6894,67,0.782,1227,1124,0.302,0,0,0,0,0,0,0,38.7,0,0
halesa01,2915,30,0.76,422,392,0.302,0,0,0,0,0,0,0,13,0,0
hinespa01,7062,57,0.749,1217,855,0.302,1,0,0,0,3,0,0,44.9,0,0
summaho01,3001,18,0.744,414,361,0.302,0,0,0,0,0,0,0,4.5,0,0
thomafr04,8199,521,0.974,1494,1704,0.301,0,0,0,0,0,0,0,73.8,5,1
cronijo01,7579,170,0.858,1233,1424,0.301,0,0,0,0,0,0,0,64.7,7,1
bladera01,2415,50,0.855,467,340,0.301,0,0,0,0,0,0,0,15.4,0,0
mostijo01,3507,23,0.813,618,376,0.301,0,0,0,0,0,0,0,24.2,0,0
gorege01,5357,46,0.797,1327,618,0.301,0,0,0,0,0,0,0,39.9,0,0
bressru01,3881,32,0.791,544,586,0.301,540,26,32,3.4,1.39,2,229,20.1,0,0
hackst01,7278,57,0.791,1239,642,0.301,0,0,0,0,0,0,0,55.5,5,0
wrighge01,2873,11,0.716,665,326,0.301,5,0,1,5.4,1.2,0,1,23.2,0,0
donovpa01,7505,16,0.703,1321,738,0.301,0,0,0,0,0,0,0,18.4,0,0
bergewa01,5163,242,0.881,809,898,0.3,0,0,0,0,0,0,0,42.5,4,0
guerrpe01,5392,215,0.85,730,898,0.3,0,0,0,0,0,0,0,34.5,5,0
krukjo01,3897,100,0.843,582,592,0.3,0,0,0,0,0,0,0,25.1,3,0
slaugen01,7946,169,0.835,1247,1304,0.3,0,0,0,0,0,0,0,57.8,10,1
jeffere01,2123,72,0.823,285,300,0.3,0,0,0,0,0,0,0,4.5,0,0
alomaro01,9073,210,0.814,1508,1134,0.3,0,0,0,0,0,0,0,67,12,1
burnsoy01,4645,65,0.813,870,834,0.3,138,8,5,4.11,1.32,4,40,25.8,0,0
youngmi02,7918,185,0.787,1137,1030,0.3,0,0,0,0,0,0,0,24.7,7,0
goodmbi01,5644,19,0.754,807,591,0.3,0,0,0,0,0,0,0,27.2,2,0
allenet01,4418,47,0.746,623,501,0.3,0,0,0,0,0,0,0,7.6,0,0
bicheda01,6381,274,0.835,934,1141,0.299,0,0,0,0,0,0,0,5.7,4,0
cartyri01,5606,204,0.833,712,890,0.299,0,0,0,0,0,0,0,32.7,1,0
macksh01,2857,80,0.82,436,398,0.299,0,0,0,0,0,0,0,21.7,0,0
furilca01,6378,192,0.813,895,1058,0.299,0,0,0,0,0,0,0,34.6,2,0
westsa01,6148,75,0.796,934,838,0.299,0,0,0,0,0,0,0,32.6,4,0
loftoke01,8120,130,0.795,1528,781,0.299,0,0,0,0,0,0,0,68.4,6,0
riceha01,3740,48,0.789,620,506,0.299,0,0,0,0,0,0,0,15.8,0,0
mccorfr01,5723,128,0.782,722,951,0.299,0,0,0,0,0,0,0,31.9,9,0
richaha01,5657,73,0.781,1127,828,0.299,16,3,0,3.94,1.81,0,6,41,0,0
demarfr02,4144,72,0.772,578,591,0.299,0,0,0,0,0,0,0,17.1,2,0
mcbriba01,3853,63,0.765,548,430,0.299,0,0,0,0,0,0,0,22.6,1,0
doyleja01,6055,25,0.736,977,971,0.299,0,0,0,0,0,0,0,25.9,0,0
jordabu01,2980,17,0.731,396,281,0.299,0,0,0,0,0,0,0,11.6,0,0
startjo01,4743,15,0.69,852,544,0.299,0,0,0,0,0,0,0,32.5,0,0
mantlmi01,8102,536,0.978,1677,1509,0.298,0,0,0,0,0,0,0,110.2,19,1
riceji01,8225,382,0.854,1249,1451,0.298,0,0,0,0,0,0,0,47.7,8,1
kluszte01,5929,279,0.851,848,1028,0.298,0,0,0,0,0,0,0,31.4,4,0
minosmi01,6579,186,0.848,1136,1023,0.298,0,0,0,0,0,0,0,53.8,9,1
vidrojo01,5113,128,0.804,720,654,0.298,0,0,0,0,0,0,0,17.4,3,0
coopece01,7349,241,0.803,1012,1125,0.298,0,0,0,0,0,0,0,36,5,0
dimagdo01,5640,87,0.802,1046,618,0.298,0,0,0,0,0,0,0,33.6,7,0
martipe01,4117,59,0.801,754,501,0.298,4,0,0,2.25,1,0,0,22,4,0
judgejo01,7898,71,0.798,1184,1034,0.298,0,0,0,0,0,0,0,47.9,0,0
jonesch01,3741,56,0.789,733,553,0.298,3,0,0,3,2,0,0,26.4,0,0
stiveja01,1992,35,0.783,348,357,0.298,2887,203,132,3.74,1.41,5,1223,48.5,0,0
francju01,8677,173,0.782,1285,1194,0.298,0,0,0,0,0,0,0,43.6,3,0
foxpe01,5636,65,0.762,895,694,0.298,0,0,0,0,0,0,0,16.1,1,0
moorejo02,5427,79,0.752,809,513,0.298,0,0,0,0,0,0,0,18.9,6,0
bagweje01,7797,449,0.948,1517,1529,0.297,0,0,0,0,0,0,0,79.9,4,1
hartnga01,6432,236,0.859,867,1179,0.297,0,0,0,0,0,0,0,55.9,6,1
willibe02,7869,287,0.858,1366,1257,0.297,0,0,0,0,0,0,0,49.6,5,0
kalinal01,10116,399,0.856,1622,1583,0.297,0,0,0,0,0,0,0,92.9,18,1
sweenmi01,5188,215,0.852,759,909,0.297,0,0,0,0,0,0,0,24.8,5,0
cepedor01,7927,379,0.849,1131,1365,0.297,0,0,0,0,0,0,0,50.1,13,1
tayloda01,2190,44,0.82,388,305,0.297,0,0,0,0,0,0,0,13.6,0,0
torrejo01,7874,252,0.817,996,1185,0.297,0,0,0,0,0,0,0,57.5,9,0
kellyge01,5993,148,0.794,819,1020,0.297,5,1,0,0,1,0,2,25.9,0,1
stewash01,5574,115,0.79,853,580,0.297,0,0,0,0,0,0,0,24.9,0,0
lewisbu01,5261,71,0.788,830,607,0.297,0,0,0,0,0,0,0,29.1,2,0
wrighru01,2992,60,0.78,427,425,0.297,0,0,0,0,0,0,0,6.3,0,0
southbi01,4359,52,0.774,661,561,0.297,0,0,0,0,0,0,0,21.7,0,0
sanchfr01,3402,48,0.748,434,371,0.297,0,0,0,0,0,0,0,15.8,3,0
polanpl01,7214,104,0.74,1009,723,0.297,0,0,0,0,0,0,0,41.9,2,0
johnsbo01,6920,288,0.899,1239,1283,0.296,0,0,0,0,0,0,0,55.6,8,0
hernake01,7370,162,0.82,1124,1071,0.296,0,0,0,0,0,0,0,60.3,5,0
johnsro02,4359,58,0.806,717,556,0.296,0,0,0,0,0,0,0,17.3,0,0
rodriiv01,9592,311,0.798,1354,1332,0.296,0,0,0,0,0,0,0,68.7,14,1
cirilje01,5396,112,0.796,800,727,0.296,1,0,0,0,2,0,1,34.5,2,0
griffmi01,5923,42,0.795,1406,720,0.296,0,0,0,0,0,0,0,40.8,0,0
griffke01,7229,152,0.79,1129,859,0.296,0,0,0,0,0,0,0,34.5,3,0
chancfr01,4299,20,0.788,798,596,0.296,0,0,0,0,0,0,0,46,0,1
hoppjo01,4260,46,0.782,698,458,0.296,0,0,0,0,0,0,0,26.3,1,0
walkeha01,2651,10,0.741,385,214,0.296,0,0,0,0,0,0,0,12.4,2,0
sanguma01,5062,65,0.724,566,585,0.296,0,0,0,0,0,0,0,27.5,3,0
cramedo01,9140,37,0.715,1357,842,0.296,4,0,0,4.5,1.5,0,1,13.5,5,0
muelldo01,4364,65,0.712,499,520,0.296,0,0,0,0,0,0,0,4.1,2,0
belleal01,5853,381,0.933,974,1239,0.295,0,0,0,0,0,0,0,40.1,5,0
snidedu01,7161,407,0.92,1259,1333,0.295,0,0,0,0,0,0,0,65.9,8,1
gonzaju03,6556,434,0.904,1061,1404,0.295,0,0,0,0,0,0,0,38.7,3,0
olerujo01,7592,255,0.863,1139,1230,0.295,0,0,0,0,0,0,0,58.2,2,0
niemabo01,3452,125,0.847,455,544,0.295,0,0,0,0,0,0,0,17.4,0,0
reisepe01,2662,58,0.83,473,368,0.295,0,0,0,0,0,0,0,24.5,3,0
larkiba01,7937,198,0.815,1329,960,0.295,0,0,0,0,0,0,0,70.5,12,1
watsobo01,6185,184,0.811,802,989,0.295,0,0,0,0,0,0,0,28.2,2,0
burgesm01,4471,126,0.808,485,673,0.295,0,0,0,0,0,0,0,33.4,9,0
boudrlo01,6029,68,0.795,861,789,0.295,0,0,0,0,0,0,0,63.3,8,1
seitzke01,5278,74,0.779,739,613,0.295,0,0,0,0,0,0,1,28.8,2,0
hickmch01,3982,59,0.771,478,614,0.295,185,10,8,4.28,1.45,4,37,24.7,0,0
davisge01,9045,73,0.767,1545,1440,0.295,4,0,1,15.75,2.75,1,4,84.5,0,1
whitnpi01,5765,93,0.758,696,927,0.295,0,0,0,0,0,0,0,17.3,1,0
loretma01,5812,76,0.755,768,629,0.295,1,0,0,0,2,0,2,19.3,2,0
hogansh01,3180,61,0.754,288,474,0.295,0,0,0,0,0,0,0,14.4,0,0
zimmehe01,5304,58,0.75,695,796,0.295,0,0,0,0,0,0,0,33.6,0,0
harpebr01,3151,63,0.748,339,428,0.295,0,0,0,0,0,0,0,12.3,0,0
mcgeewi01,7649,79,0.729,1010,856,0.295,0,0,0,0,0,0,0,34.2,4,0
rivermi01,5629,61,0.724,785,499,0.295,0,0,0,0,0,0,0,32.7,1,0
pierrju01,7525,18,0.704,1075,517,0.295,0,0,0,0,0,0,0,17.3,0,0
robinfr02,10006,586,0.926,1829,1812,0.294,0,0,0,0,0,0,0,107.2,14,1
raineti01,8872,170,0.81,1571,980,0.294,0,0,0,0,0,0,0,69.4,7,1
gradymi01,3008,35,0.799,489,461,0.294,0,0,0,0,0,0,0,17.7,0,0
wrighgl01,4153,94,0.775,584,723,0.294,0,0,0,0,0,0,0,25.3,0,0
garvest01,8835,272,0.775,1143,1308,0.294,0,0,0,0,0,0,0,38,10,0
walkege02,6771,124,0.761,954,997,0.294,0,0,0,0,0,0,0,16.3,1,0
colliji01,6795,65,0.752,1055,983,0.294,0,0,0,0,0,0,0,53.3,0,1
roberbi01,4147,30,0.738,663,352,0.294,0,0,0,0,0,0,0,20.5,1,0
davisto02,7223,153,0.734,811,1052,0.294,0,0,0,0,0,0,0,20.5,5,0
tennefr02,7595,22,0.729,1278,688,0.294,2,0,0,4.5,3,0,0,43.8,0,0
stripjo01,4211,24,0.724,575,464,0.294,0,0,0,0,0,0,0,14,0,0
cooledu01,5368,26,0.722,849,557,0.294,0,0,0,0,0,0,0,15,0,0
johnsji01,5070,22,0.721,754,410,0.294,0,0,0,0,0,0,0,16.9,0,0
suttoez01,5360,25,0.702,994,672,0.294,6,0,0,10.5,2.33,0,0,32.4,0,0
berkmla01,6491,366,0.943,1146,1234,0.293,0,0,0,0,0,0,0,51.9,6,0
vaughmo01,5532,328,0.906,861,1064,0.293,0,0,0,0,0,0,0,27.1,3,0
heathje01,4937,194,0.879,777,887,0.293,0,0,0,0,0,0,0,37.8,2,0
freembu01,4208,82,0.808,588,713,0.293,51,3,2,4.41,1.69,0,28,24,0,0
